,labels,predictions,predicted_label
0,1,1.0,True
1,1,0.3333333333333333,False
2,1,1.0,True
3,1,0.3333333333333333,False
4,1,1.0,True
5,1,0.6666666666666666,False
6,1,1.0,True
7,1,0.3333333333333333,False
8,1,1.0,True
9,1,1.0,True
10,1,0.3333333333333333,False
11,1,1.0,True
12,1,0.0,False
13,1,0.0,False
14,1,1.0,True
15,1,1.0,True
16,1,0.3333333333333333,False
17,1,1.0,True
18,1,0.6666666666666666,False
19,1,1.0,True
20,1,0.3333333333333333,False
21,1,0.6666666666666666,False
22,1,0.3333333333333333,False
23,1,0.6666666666666666,False
24,1,1.0,True
25,1,0.6666666666666666,False
26,1,0.6666666666666666,False
27,1,1.0,True
28,1,1.0,True
29,1,0.6666666666666666,False
30,1,1.0,True
31,1,1.0,True
32,1,0.6666666666666666,False
33,1,0.6666666666666666,False
34,1,0.6666666666666666,False
35,1,1.0,True
36,1,1.0,True
37,1,0.3333333333333333,False
38,1,1.0,True
39,1,0.6666666666666666,False
40,1,1.0,True
41,1,0.6666666666666666,False
42,1,1.0,True
43,1,0.6666666666666666,False
44,1,0.6666666666666666,False
45,1,0.6666666666666666,False
46,1,1.0,True
47,1,0.6666666666666666,False
48,1,0.6666666666666666,False
49,1,0.3333333333333333,False
50,1,1.0,True
51,1,0.3333333333333333,False
52,1,0.0,False
53,1,0.6666666666666666,False
54,1,0.3333333333333333,False
55,1,0.0,False
56,1,0.6666666666666666,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,1,0.0,False
62,1,1.0,True
63,1,0.6666666666666666,False
64,1,1.0,True
65,1,0.6666666666666666,False
66,1,1.0,True
67,1,0.6666666666666666,False
68,1,0.0,False
69,1,1.0,True
70,1,0.6666666666666666,False
71,1,0.6666666666666666,False
72,1,0.3333333333333333,False
73,1,1.0,True
74,1,1.0,True
75,1,1.0,True
76,1,1.0,True
77,1,0.6666666666666666,False
78,1,1.0,True
79,1,1.0,True
80,1,0.6666666666666666,False
81,1,1.0,True
82,1,1.0,True
83,1,1.0,True
84,1,0.3333333333333333,False
85,1,0.6666666666666666,False
86,1,1.0,True
87,1,0.6666666666666666,False
88,1,0.6666666666666666,False
89,1,0.3333333333333333,False
90,1,0.0,False
91,1,1.0,True
92,1,1.0,True
93,1,0.0,False
94,1,0.0,False
95,1,0.6666666666666666,False
96,1,1.0,True
97,1,0.3333333333333333,False
98,1,0.6666666666666666,False
99,1,0.6666666666666666,False
100,1,1.0,True
101,1,0.3333333333333333,False
102,1,0.3333333333333333,False
103,1,1.0,True
104,1,0.6666666666666666,False
105,1,0.6666666666666666,False
106,1,1.0,True
107,1,0.3333333333333333,False
108,1,0.6666666666666666,False
109,1,1.0,True
110,1,0.3333333333333333,False
111,1,1.0,True
112,1,0.6666666666666666,False
113,1,1.0,True
114,1,1.0,True
115,1,0.6666666666666666,False
116,1,0.3333333333333333,False
117,1,0.6666666666666666,False
118,1,0.6666666666666666,False
119,1,0.3333333333333333,False
120,1,0.6666666666666666,False
121,1,0.6666666666666666,False
122,1,1.0,True
123,1,1.0,True
124,1,1.0,True
125,1,1.0,True
126,1,1.0,True
127,1,0.3333333333333333,False
128,1,1.0,True
129,1,1.0,True
130,1,1.0,True
131,1,0.6666666666666666,False
132,1,0.0,False
133,1,0.3333333333333333,False
134,1,1.0,True
135,1,1.0,True
136,1,1.0,True
137,1,1.0,True
138,1,0.6666666666666666,False
139,1,0.6666666666666666,False
140,1,1.0,True
141,1,0.6666666666666666,False
142,1,1.0,True
143,1,1.0,True
144,1,1.0,True
145,1,0.3333333333333333,False
146,1,0.3333333333333333,False
147,1,1.0,True
148,1,0.0,False
149,1,0.6666666666666666,False
150,1,1.0,True
151,1,1.0,True
152,1,0.0,False
153,1,0.6666666666666666,False
154,1,1.0,True
155,1,1.0,True
156,1,0.3333333333333333,False
157,1,0.6666666666666666,False
158,1,1.0,True
159,1,1.0,True
160,1,1.0,True
161,1,1.0,True
162,1,1.0,True
163,1,0.6666666666666666,False
164,1,0.3333333333333333,False
165,1,1.0,True
166,1,1.0,True
167,1,0.3333333333333333,False
168,1,1.0,True
169,1,0.6666666666666666,False
170,1,0.3333333333333333,False
171,1,0.6666666666666666,False
172,1,1.0,True
173,1,1.0,True
174,1,1.0,True
175,1,1.0,True
176,1,1.0,True
177,1,0.6666666666666666,False
178,1,0.6666666666666666,False
179,1,0.3333333333333333,False
180,1,0.3333333333333333,False
181,1,0.0,False
182,1,1.0,True
183,1,1.0,True
184,1,1.0,True
185,1,1.0,True
186,1,0.6666666666666666,False
187,1,0.6666666666666666,False
188,1,1.0,True
189,1,0.6666666666666666,False
190,1,1.0,True
191,1,0.6666666666666666,False
192,1,0.6666666666666666,False
193,1,1.0,True
194,1,0.3333333333333333,False
195,1,0.3333333333333333,False
196,1,1.0,True
197,1,0.3333333333333333,False
198,1,1.0,True
199,1,0.0,False
200,1,1.0,True
201,1,0.6666666666666666,False
202,1,0.6666666666666666,False
203,1,0.3333333333333333,False
204,1,0.6666666666666666,False
205,1,1.0,True
206,1,1.0,True
207,1,0.0,False
208,1,0.3333333333333333,False
209,1,0.6666666666666666,False
210,1,1.0,True
211,1,0.6666666666666666,False
212,1,1.0,True
213,1,1.0,True
214,1,0.6666666666666666,False
215,1,0.6666666666666666,False
216,1,0.6666666666666666,False
217,1,0.6666666666666666,False
218,1,1.0,True
219,1,0.0,False
220,1,1.0,True
221,1,1.0,True
222,1,0.6666666666666666,False
223,1,0.3333333333333333,False
224,1,0.6666666666666666,False
225,1,1.0,True
226,1,1.0,True
227,1,0.0,False
228,1,1.0,True
229,1,1.0,True
230,1,0.6666666666666666,False
231,1,0.6666666666666666,False
232,1,1.0,True
233,1,0.3333333333333333,False
234,1,1.0,True
235,1,1.0,True
236,1,0.6666666666666666,False
237,1,0.3333333333333333,False
238,1,0.0,False
239,1,1.0,True
240,1,1.0,True
241,1,0.3333333333333333,False
242,1,0.6666666666666666,False
243,1,1.0,True
244,1,0.6666666666666666,False
245,1,0.3333333333333333,False
246,1,0.6666666666666666,False
247,1,0.6666666666666666,False
248,1,0.6666666666666666,False
249,1,0.6666666666666666,False
250,1,1.0,True
251,1,1.0,True
252,1,0.6666666666666666,False
253,1,1.0,True
254,1,0.6666666666666666,False
255,1,0.3333333333333333,False
256,1,0.0,False
257,1,0.3333333333333333,False
258,1,0.6666666666666666,False
259,1,1.0,True
260,1,1.0,True
261,1,0.3333333333333333,False
262,1,0.6666666666666666,False
263,1,0.6666666666666666,False
264,1,1.0,True
265,1,0.6666666666666666,False
266,1,0.3333333333333333,False
267,1,0.6666666666666666,False
268,1,1.0,True
269,1,0.6666666666666666,False
270,1,0.3333333333333333,False
271,1,1.0,True
272,1,0.3333333333333333,False
273,1,0.3333333333333333,False
274,1,1.0,True
275,1,1.0,True
276,1,0.3333333333333333,False
277,1,0.6666666666666666,False
278,1,0.6666666666666666,False
279,1,0.6666666666666666,False
280,1,1.0,True
281,1,1.0,True
282,1,0.6666666666666666,False
283,1,0.3333333333333333,False
284,1,1.0,True
285,1,1.0,True
286,1,0.3333333333333333,False
287,1,0.6666666666666666,False
288,1,0.3333333333333333,False
289,1,0.3333333333333333,False
290,1,0.6666666666666666,False
291,1,1.0,True
292,1,0.3333333333333333,False
293,1,1.0,True
294,1,0.3333333333333333,False
295,1,0.0,False
296,1,1.0,True
297,1,1.0,True
298,1,0.6666666666666666,False
299,1,0.3333333333333333,False
300,1,0.0,False
301,1,1.0,True
302,1,1.0,True
303,1,1.0,True
304,1,0.6666666666666666,False
305,1,1.0,True
306,1,0.0,False
307,1,0.0,False
308,1,0.3333333333333333,False
309,1,0.6666666666666666,False
310,1,0.0,False
311,1,0.0,False
312,1,1.0,True
313,1,0.6666666666666666,False
314,1,0.3333333333333333,False
315,1,0.3333333333333333,False
316,1,0.3333333333333333,False
317,1,1.0,True
318,1,0.3333333333333333,False
319,1,1.0,True
320,1,0.6666666666666666,False
321,1,0.6666666666666666,False
322,1,1.0,True
323,1,0.3333333333333333,False
324,1,1.0,True
325,1,0.6666666666666666,False
326,1,1.0,True
327,1,0.6666666666666666,False
328,1,0.3333333333333333,False
329,1,1.0,True
330,1,0.6666666666666666,False
331,1,1.0,True
332,1,0.3333333333333333,False
333,1,1.0,True
334,1,0.0,False
335,1,0.6666666666666666,False
336,1,1.0,True
337,1,1.0,True
338,1,1.0,True
339,1,1.0,True
340,1,0.0,False
341,1,0.3333333333333333,False
342,1,0.0,False
343,1,0.6666666666666666,False
344,1,0.0,False
345,1,0.6666666666666666,False
346,1,0.3333333333333333,False
347,1,0.0,False
348,1,1.0,True
349,1,0.0,False
350,1,0.0,False
351,1,0.3333333333333333,False
352,1,0.3333333333333333,False
353,1,0.3333333333333333,False
354,1,0.0,False
355,1,1.0,True
356,1,0.3333333333333333,False
357,1,0.3333333333333333,False
358,1,0.3333333333333333,False
359,1,1.0,True
360,1,0.3333333333333333,False
361,1,1.0,True
362,1,0.6666666666666666,False
363,1,1.0,True
364,1,0.3333333333333333,False
365,1,0.6666666666666666,False
366,1,0.6666666666666666,False
367,1,1.0,True
368,1,1.0,True
369,1,1.0,True
370,1,0.3333333333333333,False
371,1,0.6666666666666666,False
372,1,0.3333333333333333,False
373,1,1.0,True
374,1,1.0,True
375,1,0.6666666666666666,False
376,1,1.0,True
377,1,0.6666666666666666,False
378,1,0.3333333333333333,False
379,1,1.0,True
380,1,0.6666666666666666,False
381,1,1.0,True
382,1,1.0,True
383,1,1.0,True
384,1,0.6666666666666666,False
385,1,1.0,True
386,1,0.6666666666666666,False
387,1,1.0,True
388,1,1.0,True
389,1,0.6666666666666666,False
390,1,0.3333333333333333,False
391,1,1.0,True
392,1,1.0,True
393,1,1.0,True
394,1,0.6666666666666666,False
395,1,1.0,True
396,1,1.0,True
397,1,0.6666666666666666,False
398,1,1.0,True
399,1,0.6666666666666666,False
400,1,1.0,True
401,1,1.0,True
402,1,1.0,True
403,1,1.0,True
404,1,0.6666666666666666,False
405,1,0.6666666666666666,False
406,1,1.0,True
407,1,1.0,True
408,1,0.6666666666666666,False
409,1,1.0,True
410,1,1.0,True
411,1,1.0,True
412,1,0.6666666666666666,False
413,1,1.0,True
414,1,0.3333333333333333,False
415,1,1.0,True
416,1,1.0,True
417,1,0.6666666666666666,False
418,1,1.0,True
419,1,1.0,True
420,1,1.0,True
421,1,0.6666666666666666,False
422,1,1.0,True
423,1,1.0,True
424,1,1.0,True
425,1,1.0,True
426,1,0.6666666666666666,False
427,1,0.3333333333333333,False
428,1,1.0,True
429,1,1.0,True
430,1,0.6666666666666666,False
431,1,0.6666666666666666,False
432,1,1.0,True
433,1,1.0,True
434,1,0.6666666666666666,False
435,1,1.0,True
436,1,1.0,True
437,1,0.6666666666666666,False
438,1,0.3333333333333333,False
439,1,0.3333333333333333,False
440,1,0.3333333333333333,False
441,1,0.6666666666666666,False
442,1,0.3333333333333333,False
443,1,0.6666666666666666,False
444,1,0.3333333333333333,False
445,1,0.6666666666666666,False
446,1,0.3333333333333333,False
447,1,1.0,True
448,1,1.0,True
449,1,1.0,True
450,1,0.0,False
451,1,1.0,True
452,1,1.0,True
453,1,1.0,True
454,1,0.3333333333333333,False
455,1,0.6666666666666666,False
456,1,1.0,True
457,1,1.0,True
458,1,0.0,False
459,1,1.0,True
460,1,1.0,True
461,1,1.0,True
462,1,1.0,True
463,1,0.3333333333333333,False
464,1,0.6666666666666666,False
465,1,1.0,True
466,1,1.0,True
467,1,1.0,True
468,1,0.6666666666666666,False
469,1,0.6666666666666666,False
470,1,1.0,True
471,1,0.6666666666666666,False
472,1,0.6666666666666666,False
473,1,1.0,True
474,1,1.0,True
475,1,1.0,True
476,1,1.0,True
477,1,1.0,True
478,1,0.3333333333333333,False
479,1,1.0,True
480,1,1.0,True
481,1,1.0,True
482,1,1.0,True
483,1,0.6666666666666666,False
484,1,0.6666666666666666,False
485,1,1.0,True
486,1,1.0,True
487,1,0.3333333333333333,False
488,1,0.3333333333333333,False
489,1,0.3333333333333333,False
490,1,0.3333333333333333,False
491,1,0.3333333333333333,False
492,1,0.6666666666666666,False
493,1,0.6666666666666666,False
494,1,1.0,True
495,1,0.3333333333333333,False
496,1,0.6666666666666666,False
497,1,1.0,True
498,1,0.3333333333333333,False
499,1,0.0,False
500,1,0.3333333333333333,False
501,1,0.3333333333333333,False
502,1,0.6666666666666666,False
503,1,1.0,True
504,1,1.0,True
505,1,1.0,True
506,1,0.6666666666666666,False
507,1,0.6666666666666666,False
508,1,0.6666666666666666,False
509,1,0.3333333333333333,False
510,1,0.6666666666666666,False
511,1,0.6666666666666666,False
512,1,0.6666666666666666,False
513,1,0.6666666666666666,False
514,1,0.3333333333333333,False
515,1,0.6666666666666666,False
516,1,0.6666666666666666,False
517,1,0.3333333333333333,False
518,1,1.0,True
